productid,date,saleprice
7374,3/20/00,399.15
8029,3/20/00,67.56
10508,3/20/00,478.74
15457,3/20/00,24.95
15582,3/20/00,71
18843,3/20/00,479.67
20406,3/20/00,212.42
22186,3/20/00,82.18
335,3/21/00,236.84
1470,3/21/00,125.82
5215,3/21/00,85.14
8055,3/21/00,182.47
14594,3/21/00,145.69
15991,3/21/00,352.8
16513,3/21/00,263.79
21322,3/21/00,53.82
69,3/22/00,75.55
262,3/22/00,325.55
733,3/22/00,45.74
1446,3/22/00,316.74
2968,3/22/00,52.04
3065,3/22/00,439.54
3661,3/22/00,358.68
6559,3/22/00,48.41
20464,3/22/00,177.92
23189,3/22/00,223.95
24917,3/22/00,35.88
171,3/23/00,366.32
409,3/23/00,178.52
1546,3/23/00,25.36
3720,3/23/00,237.35
5708,3/23/00,14.47
7981,3/23/00,147.16
8025,3/23/00,57.93
9358,3/23/00,114.64
12715,3/23/00,192.11
15931,3/23/00,93.9
17473,3/23/00,421.23
20327,3/23/00,168.34
21833,3/23/00,110.56
22984,3/23/00,207.05
24991,3/23/00,125.23
474,3/24/00,257.2
1336,3/24/00,55.54
5839,3/24/00,282.77
7319,3/24/00,68.33
12289,3/24/00,203.09
13569,3/24/00,227.26
16371,3/24/00,156.07
19467,3/24/00,129.38
22135,3/24/00,186.49
22248,3/24/00,67.32
23886,3/24/00,258.32
173,3/25/00,150.48
640,3/25/00,176.89
4037,3/25/00,51.95
6067,3/25/00,30.26
7261,3/25/00,295.43
8816,3/25/00,63.57
9055,3/25/00,112.86
10067,3/25/00,188.48
13108,3/25/00,46.81
13173,3/25/00,14.76
13190,3/25/00,46.6
18074,3/25/00,154.72
18801,3/25/00,457.37
19305,3/25/00,91.98
22070,3/25/00,247.24
24374,3/25/00,45.51
455,3/26/00,335.14
2004,3/26/00,452
3006,3/26/00,103.17
4160,3/26/00,262.33
4366,3/26/00,4.88
4444,3/26/00,70.88
5055,3/26/00,214
6259,3/26/00,27.73
8158,3/26/00,104.14
16628,3/26/00,228.98
16846,3/26/00,106.34
17023,3/26/00,7.23
17906,3/26/00,343.86
20005,3/26/00,154.06
20048,3/26/00,458.83
23020,3/26/00,272.3
24643,3/26/00,106.1
157,3/27/00,398.06
436,3/27/00,98.96
1998,3/27/00,186.14
4423,3/27/00,401.06
5390,3/27/00,12.56
6945,3/27/00,110.29
8078,3/27/00,307.05
8616,3/27/00,74.17
13132,3/27/00,57.77
15015,3/27/00,104.71
15038,3/27/00,185.43
16837,3/27/00,84.39
17069,3/27/00,138.12
17079,3/27/00,477.56
17484,3/27/00,290.27
17585,3/27/00,173.62
18261,3/27/00,245.37
360,3/28/00,75.94
2367,3/28/00,150.44
3038,3/28/00,40.1
3048,3/28/00,351.5
3374,3/28/00,160.61
3568,3/28/00,63.86
4494,3/28/00,150.05
5578,3/28/00,254.03
8281,3/28/00,247.81
8502,3/28/00,157.43
9000,3/28/00,58.18
9273,3/28/00,12.64
11160,3/28/00,147.56
19080,3/28/00,176.9
101,3/29/00,83.14
423,3/29/00,289.96
597,3/29/00,64.12
2172,3/29/00,30.89
4550,3/29/00,102.18
5062,3/29/00,41.07
6043,3/29/00,1.76
8399,3/29/00,392.54
9318,3/29/00,225.14
9498,3/29/00,149.82
12774,3/29/00,320.56
15205,3/29/00,300.68
18758,3/29/00,30.34
20450,3/29/00,366.21
20506,3/29/00,90.11
20782,3/29/00,128.34
884,3/30/00,144.42
2392,3/30/00,248.38
3732,3/30/00,84.04
4422,3/30/00,202.25
5125,3/30/00,26.36
7615,3/30/00,146.46
8704,3/30/00,331.75
11449,3/30/00,128.9
15690,3/30/00,193.67
22395,3/30/00,3.17
24069,3/30/00,269.01
550,3/31/00,83.88
606,3/31/00,86.29
1581,3/31/00,142.13
2156,3/31/00,112.24
2591,3/31/00,201.07
3940,3/31/00,472.05
6017,3/31/00,18.01
6018,3/31/00,372.84
7210,3/31/00,183.12
9509,3/31/00,217.18
9898,3/31/00,51.55
12277,3/31/00,168.64
12508,3/31/00,34.27
12541,3/31/00,40.16
13802,3/31/00,115.85
15899,3/31/00,57.56
16320,3/31/00,294.68
16545,3/31/00,143.3
18309,3/31/00,268.41
20214,3/31/00,231.86
23589,3/31/00,177.5
25218,3/31/00,6388.78
707,4/1/00,16.06
4074,4/1/00,109.41
4266,4/1/00,227.33
8028,4/1/00,432.41
8535,4/1/00,367.31
9073,4/1/00,204.57
10198,4/1/00,277.75
12058,4/1/00,204.46
13978,4/1/00,272.57
20536,4/1/00,486.6
20982,4/1/00,336.92
23106,4/1/00,96.89
23705,4/1/00,36.65
24754,4/1/00,454.8
354,4/2/00,444.01
1053,4/2/00,149.32
2404,4/2/00,108.95
8207,4/2/00,37.87
11409,4/2/00,59.52
12108,4/2/00,475.18
13542,4/2/00,3.32
14830,4/2/00,16.82
16196,4/2/00,198.55
16899,4/2/00,33.69
17527,4/2/00,135.08
21274,4/2/00,429.24
22643,4/2/00,132.98
22867,4/2/00,408.86
23484,4/2/00,88.31
23774,4/2/00,359.26
23905,4/2/00,129.31
903,4/3/00,96.55
1765,4/3/00,295.05
2352,4/3/00,369.55
2419,4/3/00,92.94
5980,4/3/00,419.91
8570,4/3/00,36.45
9132,4/3/00,136.4
22638,4/3/00,42.21
25107,4/3/00,897.96
1121,4/4/00,19.62
1928,4/4/00,120.9
2834,4/4/00,152.21
4872,4/4/00,184.3
5696,4/4/00,17.09
10527,4/4/00,193.45
14347,4/4/00,252.18
15833,4/4/00,109.98
18364,4/4/00,141.5
19627,4/4/00,140.13
20242,4/4/00,179.36
23823,4/4/00,105.02
24867,4/4/00,383.45
131,4/5/00,209.6
5304,4/5/00,6.29
6472,4/5/00,119.76
6886,4/5/00,277.26
7252,4/5/00,325.67
8818,4/5/00,184.78
11809,4/5/00,27.69
13112,4/5/00,117.38
13145,4/5/00,190.38
18183,4/5/00,151.01
22410,4/5/00,26.32
23185,4/5/00,63.41
23888,4/5/00,87.8
24295,4/5/00,57.57
329,4/6/00,192.45
1015,4/6/00,229.14
5313,4/6/00,252.93
5320,4/6/00,157.78
8685,4/6/00,90.1
9633,4/6/00,438.7
10779,4/6/00,265.24
14019,4/6/00,226.62
17965,4/6/00,378.15
18485,4/6/00,262.48
21171,4/6/00,38.02
21596,4/6/00,455.4
24493,4/6/00,127.58
666,4/7/00,128.7
1595,4/7/00,348.18
2598,4/7/00,30.01
2626,4/7/00,153.53
3005,4/7/00,49.67
3672,4/7/00,113.53
4703,4/7/00,55.62
5664,4/7/00,206.11
6058,4/7/00,174.77
6893,4/7/00,459.01
9195,4/7/00,31.84
9960,4/7/00,105.79
11105,4/7/00,327.43
23324,4/7/00,306.74
328,4/8/00,198.48
1184,4/8/00,81.79
1601,4/8/00,131.75
2374,4/8/00,34.1
3989,4/8/00,380.98
5609,4/8/00,1.42
5684,4/8/00,290.73
6687,4/8/00,434.61
9264,4/8/00,198.61
9975,4/8/00,137.33
10065,4/8/00,275.61
13935,4/8/00,30.42
15369,4/8/00,67.49
16158,4/8/00,114.32
16937,4/8/00,61.45
18678,4/8/00,326.13
2,4/9/00,239.68
4457,4/9/00,99.85
5037,4/9/00,312.93
8985,4/9/00,87.6
11902,4/9/00,209.48
22966,4/9/00,104.12
24020,4/9/00,474.03
463,4/10/00,210.26
5343,4/10/00,321.1
5769,4/10/00,119.65
5856,4/10/00,262.34
6664,4/10/00,219.16
12935,4/10/00,69.23
13844,4/10/00,215.74
17026,4/10/00,306.3
17732,4/10/00,55.11
21409,4/10/00,49.88
21974,4/10/00,230.98
1605,4/11/00,97.81
4462,4/11/00,57.56
4604,4/11/00,43.87
11034,4/11/00,426.72
13125,4/11/00,167.46
14631,4/11/00,299.42
23386,4/11/00,53.1
579,4/12/00,1.92
2769,4/12/00,53.97
3768,4/12/00,355.6
4531,4/12/00,276.14
7167,4/12/00,159.69
8432,4/12/00,147.68
16290,4/12/00,161.64
16583,4/12/00,89.27
18235,4/12/00,460.47
18973,4/12/00,113.57
22323,4/12/00,124.31
24641,4/12/00,125.07
645,4/13/00,358.28
2547,4/13/00,252.74
4668,4/13/00,6.7
5640,4/13/00,40.46
9946,4/13/00,223.01
10155,4/13/00,10.54
11489,4/13/00,67.41
11948,4/13/00,473.06
20107,4/13/00,32.55
689,4/14/00,430.93
3486,4/14/00,178.96
3644,4/14/00,39.11
4938,4/14/00,107.18
6132,4/14/00,274.13
11988,4/14/00,323.36
12715,4/14/00,222.61
18660,4/14/00,91.9
19421,4/14/00,142.78
1137,4/15/00,241.3
1593,4/15/00,431.49
4857,4/15/00,129.52
5643,4/15/00,311.04
9404,4/15/00,196.56
10689,4/15/00,277.38
15581,4/15/00,79.31
16268,4/15/00,246.04
16972,4/15/00,70.22
17646,4/15/00,55.34
18963,4/15/00,406.57
21351,4/15/00,101.56
24203,4/15/00,15.49
1203,4/16/00,271.19
2698,4/16/00,402.49
4768,4/16/00,220.55
9065,4/16/00,247.67
10525,4/16/00,283.72
11040,4/16/00,56.96
12060,4/16/00,137.63
13863,4/16/00,317.7
15479,4/16/00,158.32
18110,4/16/00,458.06
19111,4/16/00,85.42
22830,4/16/00,4.97
22861,4/16/00,184.76
23155,4/16/00,292.42
23485,4/16/00,59
242,4/17/00,147.19
491,4/17/00,38.2
5157,4/17/00,73
5430,4/17/00,129.13
8154,4/17/00,54.9
9330,4/17/00,180.88
10818,4/17/00,172.06
12186,4/17/00,175.07
15199,4/17/00,171.2
15485,4/17/00,11.89
16992,4/17/00,285.07
17278,4/17/00,442.06
18255,4/17/00,131.15
22471,4/17/00,471.93
23843,4/17/00,87.7
24305,4/17/00,2.09
25017,4/17/00,8366.07
2494,4/18/00,17.83
3060,4/18/00,482.5
3776,4/18/00,44.41
6277,4/18/00,127.33
9330,4/18/00,78.13
11287,4/18/00,74.27
15627,4/18/00,100.25
16211,4/18/00,227.51
17936,4/18/00,186.88
19571,4/18/00,293.98
22857,4/18/00,93.06
25183,4/18/00,9327.69
367,4/19/00,279.65
1706,4/19/00,211.39
2896,4/19/00,378.81
6539,4/19/00,161.31
9890,4/19/00,102.44
10483,4/19/00,212.2
11004,4/19/00,172.59
16444,4/19/00,251.96
17246,4/19/00,243.66
18807,4/19/00,219.41
19764,4/19/00,197.72
19856,4/19/00,433.65
20260,4/19/00,60.06
20344,4/19/00,438.84
22405,4/19/00,325.39
1077,4/20/00,157.01
2199,4/20/00,101.09
3129,4/20/00,143.03
4649,4/20/00,219.64
5375,4/20/00,241.14
5489,4/20/00,203.24
8744,4/20/00,118.53
8883,4/20/00,246.77
9408,4/20/00,96.21
17956,4/20/00,134.45
19336,4/20/00,129.59
22113,4/20/00,330.41
24738,4/20/00,371.65
538,4/21/00,63.34
790,4/21/00,338.54
2190,4/21/00,83.87
2365,4/21/00,252.86
3016,4/21/00,306.47
5762,4/21/00,327.66
6031,4/21/00,194.73
7029,4/21/00,1.51
7874,4/21/00,68.31
9303,4/21/00,331.9
9492,4/21/00,159.14
10000,4/21/00,182.13
13169,4/21/00,435.58
13215,4/21/00,113.5
14047,4/21/00,248.72
19668,4/21/00,40.88
20248,4/21/00,261.07
23911,4/21/00,484.21
25270,4/21/00,3034.3
1254,4/22/00,6.77
1789,4/22/00,106.14
4580,4/22/00,135.83
4646,4/22/00,51.37
4741,4/22/00,31.92
6308,4/22/00,299.13
8759,4/22/00,192.45
8917,4/22/00,353.18
10321,4/22/00,47.55
11906,4/22/00,78.1
16014,4/22/00,65.93
16233,4/22/00,97.5
17128,4/22/00,180.08
18671,4/22/00,210.21
21963,4/22/00,48.22
25241,4/22/00,6622.13
169,4/23/00,7.81
728,4/23/00,65.78
1029,4/23/00,338.3
1413,4/23/00,226.54
1865,4/23/00,17.62
3348,4/23/00,179.49
7141,4/23/00,4.6
7488,4/23/00,66.2
12958,4/23/00,67.95
17224,4/23/00,103.09
19571,4/23/00,293.98
24113,4/23/00,6.56
1719,4/24/00,147.8
3196,4/24/00,114.52
4510,4/24/00,12.48
4958,4/24/00,410.91
6882,4/24/00,300.44
9252,4/24/00,282.15
9357,4/24/00,463.06
10174,4/24/00,13.04
13008,4/24/00,205.63
15279,4/24/00,96.51
16894,4/24/00,102.18
21380,4/24/00,101.16
21384,4/24/00,311.15
23526,4/24/00,216.57
1716,4/25/00,63.09
2796,4/25/00,372.33
2951,4/25/00,96.64
3566,4/25/00,181.05
5436,4/25/00,487.43
8793,4/25/00,65.86
8985,4/25/00,84.32
9568,4/25/00,247.24
12122,4/25/00,332.16
12713,4/25/00,273.17
15299,4/25/00,115.32
15594,4/25/00,97.18
16249,4/25/00,104.96
18562,4/25/00,386.16
19792,4/25/00,69.54
21769,4/25/00,34.74
108,4/26/00,80.94
1253,4/26/00,146.64
1805,4/26/00,249.96
3665,4/26/00,133.92
8406,4/26/00,148
8723,4/26/00,244.68
9044,4/26/00,26.91
9209,4/26/00,400.59
13732,4/26/00,210.68
20084,4/26/00,30.62
20316,4/26/00,360.86
24838,4/26/00,301.99
1726,4/27/00,172.08
2367,4/27/00,132.64
4579,4/27/00,311.1
5238,4/27/00,21.54
9060,4/27/00,90.77
10424,4/27/00,109.42
10592,4/27/00,340.94
14384,4/27/00,94.72
17452,4/27/00,38.88
18319,4/27/00,211.93
19687,4/27/00,130.56
23163,4/27/00,322.88
900,4/28/00,21.21
4114,4/28/00,102.1
4841,4/28/00,127.94
5232,4/28/00,35.87
5609,4/28/00,1.09
7628,4/28/00,290.99
14699,4/28/00,37.49
14723,4/28/00,176.13
23818,4/28/00,141.56
1241,4/29/00,419.19
4140,4/29/00,221.78
5105,4/29/00,98.88
13977,4/29/00,174.17
16132,4/29/00,20.89
18594,4/29/00,276.39
25035,4/29/00,2878.49
415,4/30/00,275.48
3268,4/30/00,18.39
6199,4/30/00,87.57
7413,4/30/00,51.28
8958,4/30/00,95.77
11206,4/30/00,314.23
12774,4/30/00,358.23
15227,4/30/00,360.8
16849,4/30/00,371.19
24195,4/30/00,127.92
988,5/1/00,442.9
3099,5/1/00,197.83
3153,5/1/00,338.95
4088,5/1/00,25.24
4259,5/1/00,98.99
5721,5/1/00,51.01
10549,5/1/00,310.54
11563,5/1/00,278.6
14707,5/1/00,104.39
19557,5/1/00,234.93
20491,5/1/00,96.9
21652,5/1/00,55.85
2966,5/2/00,181.29
3340,5/2/00,30.48
9077,5/2/00,183.64
9750,5/2/00,112.63
10692,5/2/00,179.7
13244,5/2/00,57.99
13509,5/2/00,123.27
22103,5/2/00,251.81
1379,5/3/00,17.41
1786,5/3/00,84.19
2728,5/3/00,295.66
2988,5/3/00,284.92
4452,5/3/00,298.35
6495,5/3/00,34.5
6849,5/3/00,352.81
8322,5/3/00,75.82
8564,5/3/00,394.17
9599,5/3/00,463.78
10257,5/3/00,51.25
10263,5/3/00,288.54
10515,5/3/00,69.42
10613,5/3/00,278.19
10972,5/3/00,208.47
11171,5/3/00,265.8
13081,5/3/00,36.5
13483,5/3/00,10.18
14037,5/3/00,112.87
14792,5/3/00,3.11
18819,5/3/00,247.85
20683,5/3/00,7.17
23246,5/3/00,132.71
1004,5/4/00,239.04
4352,5/4/00,207.96
6685,5/4/00,170.25
8478,5/4/00,177.26
10673,5/4/00,246.11
13525,5/4/00,15.09
13780,5/4/00,181.73
15590,5/4/00,394.31
16189,5/4/00,17.95
17734,5/4/00,72.62
21295,5/4/00,120.25
23806,5/4/00,259.02
24498,5/4/00,220.04
1556,5/5/00,83.09
2327,5/5/00,280.04
2624,5/5/00,230.77
3847,5/5/00,281.14
4010,5/5/00,254.3
4056,5/5/00,187.31
4240,5/5/00,235.79
6514,5/5/00,58.34
6881,5/5/00,31.18
6898,5/5/00,182.77
7613,5/5/00,16.41
8148,5/5/00,192.32
8890,5/5/00,67.42
11335,5/5/00,114.3
12065,5/5/00,100.32
14658,5/5/00,369.35
14685,5/5/00,286.17
19735,5/5/00,308.02
20028,5/5/00,122.29
21177,5/5/00,109.84
914,5/6/00,399.34
3780,5/6/00,249.26
4502,5/6/00,150.28
4974,5/6/00,223.1
7442,5/6/00,139.53
7589,5/6/00,100.04
9597,5/6/00,8.72
14250,5/6/00,73.31
14286,5/6/00,159.29
14309,5/6/00,178.55
14894,5/6/00,42.94
15126,5/6/00,448.16
21414,5/6/00,137.17
472,5/7/00,255.79
3879,5/7/00,152.69
4703,5/7/00,61.03
6258,5/7/00,124.31
8662,5/7/00,112.39
11570,5/7/00,32.41
13956,5/7/00,274.58
15401,5/7/00,184.47
21235,5/7/00,327.88
21775,5/7/00,126.73
24373,5/7/00,68.29
24750,5/7/00,51.82
1136,5/8/00,163.92
4813,5/8/00,43.48
4840,5/8/00,89.73
5514,5/8/00,30.08
6052,5/8/00,18.68
8158,5/8/00,112.87
8958,5/8/00,153.5
10005,5/8/00,164.51
17658,5/8/00,314.22
18620,5/8/00,19
18675,5/8/00,188.72
18987,5/8/00,277.87
1057,5/9/00,286
3938,5/9/00,184.51
5409,5/9/00,204.9
9272,5/9/00,143.19
9327,5/9/00,82.51
11057,5/9/00,140.01
17466,5/9/00,4.16
24224,5/9/00,297.76
24550,5/9/00,4.66
1513,5/10/00,325.56
1905,5/10/00,385.2
6236,5/10/00,21.77
9891,5/10/00,256.78
11273,5/10/00,127.29
13263,5/10/00,254.43
16373,5/10/00,180.88
16535,5/10/00,196.44
20993,5/10/00,69.75
22128,5/10/00,204.45
23475,5/10/00,53.7
23873,5/10/00,212.65
24037,5/10/00,211.9
24310,5/10/00,177.62
627,5/11/00,174.72
3452,5/11/00,26.35
3558,5/11/00,10.75
4348,5/11/00,43.03
4510,5/11/00,10.41
4798,5/11/00,75.07
7037,5/11/00,177.72
18813,5/11/00,192.88
20600,5/11/00,79.62
23164,5/11/00,168.12
23287,5/11/00,155.82
90,5/12/00,322.03
1061,5/12/00,53.76
2195,5/12/00,150.25
5790,5/12/00,64.31
5931,5/12/00,171.26
10306,5/12/00,198.78
13619,5/12/00,177.08
13811,5/12/00,273.81
14053,5/12/00,111.62
14289,5/12/00,273.61
14994,5/12/00,151.35
15552,5/12/00,303.94
16912,5/12/00,425.66
18752,5/12/00,228.37
24681,5/12/00,253.26
336,5/13/00,97.57
3839,5/13/00,172.91
4114,5/13/00,185.06
4453,5/13/00,106.25
4862,5/13/00,83.96
6035,5/13/00,256.63
6177,5/13/00,192.58
6301,5/13/00,285.19
13421,5/13/00,220.55
18460,5/13/00,124.49
18576,5/13/00,17.37
19020,5/13/00,384.05
19906,5/13/00,198.88
23301,5/13/00,120.26
24437,5/13/00,192.41
1283,5/14/00,172.2
2522,5/14/00,83.9
3167,5/14/00,247.53
4671,5/14/00,14.11
7537,5/14/00,76.18
8039,5/14/00,102.66
9954,5/14/00,24.77
10358,5/14/00,59.04
19954,5/14/00,49.07
998,5/15/00,64.55
2693,5/15/00,130.11
2702,5/15/00,164.79
4679,5/15/00,102.51
5989,5/15/00,43.27
7664,5/15/00,108.27
7922,5/15/00,151.82
8517,5/15/00,112.07
13003,5/15/00,353.73
15777,5/15/00,367.55
18780,5/15/00,18.93
22302,5/15/00,257.77
22773,5/15/00,320.12
23684,5/15/00,150.52
2630,5/16/00,149.32
4387,5/16/00,249.95
7404,5/16/00,100.95
8770,5/16/00,16.74
12837,5/16/00,210.18
13624,5/16/00,22.97
15997,5/16/00,15.39
16245,5/16/00,154.82
19093,5/16/00,126.56
23870,5/16/00,445.99
24838,5/16/00,369.03
1111,5/17/00,365.96
3101,5/17/00,164.85
3150,5/17/00,416.39
4621,5/17/00,275.91
7013,5/17/00,300.59
8807,5/17/00,38.78
9313,5/17/00,1.87
9375,5/17/00,168.62
15523,5/17/00,26.03
18777,5/17/00,388.36
19973,5/17/00,137.61
20876,5/17/00,150.39
21237,5/17/00,181.36
22221,5/17/00,308.1
24720,5/17/00,153.48
1728,5/18/00,83.68
2550,5/18/00,13.76
3688,5/18/00,358.67
8463,5/18/00,33.2
8520,5/18/00,130.64
8822,5/18/00,227.83
9614,5/18/00,376.84
12259,5/18/00,105.76
13636,5/18/00,70.08
15550,5/18/00,465.03
18499,5/18/00,336.98
18851,5/18/00,276.34
22431,5/18/00,166.55
24799,5/18/00,240.91
1275,5/19/00,94.42
3004,5/19/00,2.16
4279,5/19/00,347.93
6615,5/19/00,187.75
6708,5/19/00,134.62
7376,5/19/00,259.22
8705,5/19/00,20.46
12686,5/19/00,342.49
16047,5/19/00,410.52
20786,5/19/00,192.78
21524,5/19/00,108.65
21878,5/19/00,238.14
22549,5/19/00,194.06
23198,5/19/00,43.36
24241,5/19/00,120.94
989,5/20/00,437.04
1047,5/20/00,6.77
1395,5/20/00,10.02
3850,5/20/00,117.07
8368,5/20/00,87.73
9249,5/20/00,135.13
10463,5/20/00,171.94
12188,5/20/00,173.04
12413,5/20/00,2.31
13197,5/20/00,369.39
15299,5/20/00,97.1
16517,5/20/00,225.9
20621,5/20/00,204.22
20720,5/20/00,284.89
22343,5/20/00,107.04
23471,5/20/00,125.53
29,5/21/00,467.78
1733,5/21/00,127.34
3350,5/21/00,462.8
4596,5/21/00,53.13
10503,5/21/00,39.8
11572,5/21/00,137.12
13182,5/21/00,71.7
13571,5/21/00,307.37
14070,5/21/00,26.02
14094,5/21/00,239.53
15744,5/21/00,103.92
17804,5/21/00,377.46
20070,5/21/00,287.81
239,5/22/00,360.69
1403,5/22/00,23.67
3703,5/22/00,85.14
7871,5/22/00,259.9
8792,5/22/00,64.63
8898,5/22/00,136.64
9255,5/22/00,130.63
13484,5/22/00,257.37
15710,5/22/00,95.75
17460,5/22/00,351.44
24635,5/22/00,148.61
971,5/23/00,66.55
1607,5/23/00,180.74
6462,5/23/00,172.44
11212,5/23/00,151.38
11727,5/23/00,97.34
15595,5/23/00,410.91
20627,5/23/00,25.62
20888,5/23/00,238.02
24436,5/23/00,124.33
5,5/24/00,178.23
89,5/24/00,392.94
1413,5/24/00,322.09
5793,5/24/00,163.45
5991,5/24/00,158.43
9682,5/24/00,97.4
9776,5/24/00,248.09
10694,5/24/00,298.05
15050,5/24/00,170.12
15755,5/24/00,190.85
19387,5/24/00,270.72
22474,5/24/00,106.29
25103,5/24/00,2003.55
1187,5/25/00,320.43
1759,5/25/00,228.93
4206,5/25/00,306.14
5815,5/25/00,293.62
6227,5/25/00,491.15
7269,5/25/00,123.53
9025,5/25/00,309.77
10529,5/25/00,192.78
13661,5/25/00,110.01
18478,5/25/00,267.72
24558,5/25/00,343.59
36,5/26/00,115.17
1063,5/26/00,247.11
4625,5/26/00,119.53
4712,5/26/00,100.45
4892,5/26/00,137.7
6946,5/26/00,455.98
8938,5/26/00,415.89
9299,5/26/00,200.48
12304,5/26/00,12.83
13571,5/26/00,271.27
13858,5/26/00,45.56
17656,5/26/00,136.32
19706,5/26/00,230.55
25073,5/26/00,937.57
398,5/27/00,257.45
2365,5/27/00,197.69
3933,5/27/00,18.86
6291,5/27/00,230.56
7321,5/27/00,38.12
15822,5/27/00,458.78
18622,5/27/00,229.89
20782,5/27/00,194
22294,5/27/00,106.9
24837,5/27/00,117.08
799,5/28/00,81.78
2528,5/28/00,253.09
4704,5/28/00,17.37
9443,5/28/00,164.85
10064,5/28/00,118.92
11017,5/28/00,372.28
12350,5/28/00,42.59
13571,5/28/00,323.63
17022,5/28/00,86.62
19972,5/28/00,178.74
22243,5/28/00,409.36
1554,5/29/00,54.76
3218,5/29/00,204.49
3890,5/29/00,75.2
4062,5/29/00,56.56
5177,5/29/00,169.66
6981,5/29/00,42.69
7774,5/29/00,209.04
9998,5/29/00,61.58
12608,5/29/00,83.76
15462,5/29/00,101.76
15859,5/29/00,76.3
23094,5/29/00,43.08
23664,5/29/00,85.33
24058,5/29/00,118.88
1308,5/30/00,96.98
5390,5/30/00,7.82
7405,5/30/00,151.92
10744,5/30/00,27.02
12664,5/30/00,473.1
25227,5/30/00,3351
20,5/31/00,179.12
68,5/31/00,451.45
726,5/31/00,62.21
1489,5/31/00,94.25
4426,5/31/00,248.44
7698,5/31/00,274.1
8656,5/31/00,295.9
9406,5/31/00,418.95
11480,5/31/00,75.75
13421,5/31/00,268.08
18204,5/31/00,2.99
19643,5/31/00,127.82
20460,5/31/00,78.28
22686,5/31/00,100.42
23612,5/31/00,4.35
1011,6/1/00,257.35
1108,6/1/00,151.12
1873,6/1/00,195.95
3925,6/1/00,177.64
7534,6/1/00,485.4
8211,6/1/00,332.65
8649,6/1/00,27.63
17134,6/1/00,271.46
17564,6/1/00,2.19
17587,6/1/00,181.83
18243,6/1/00,406.41
19942,6/1/00,204.63
22667,6/1/00,243.72
536,6/2/00,431.69
966,6/2/00,19.22
1215,6/2/00,163.15
1306,6/2/00,77.38
1930,6/2/00,157.01
5548,6/2/00,81.8
6410,6/2/00,82.49
9291,6/2/00,115.18
11162,6/2/00,322.31
13855,6/2/00,44.25
16589,6/2/00,63.44
17329,6/2/00,260.76
17510,6/2/00,432.21
19287,6/2/00,289.44
270,6/3/00,163.41
643,6/3/00,40.9
1460,6/3/00,165.84
2976,6/3/00,258.79
3353,6/3/00,250.84
5341,6/3/00,69.87
5577,6/3/00,95.17
6393,6/3/00,173.56
9827,6/3/00,291.78
10038,6/3/00,103.37
11195,6/3/00,229.97
18625,6/3/00,127.98
19747,6/3/00,443.02
20246,6/3/00,115.96
22870,6/3/00,84.25
653,6/4/00,225.38
4607,6/4/00,42.73
8862,6/4/00,263.89
9422,6/4/00,15.28
11047,6/4/00,39.84
13269,6/4/00,182.77
16711,6/4/00,66.01
18228,6/4/00,76.31
18964,6/4/00,108.56
21679,6/4/00,374.72
24964,6/4/00,177.67
661,6/5/00,442.67
1285,6/5/00,12.56
3659,6/5/00,260.89
5272,6/5/00,180.57
5407,6/5/00,82.32
7732,6/5/00,151.22
8097,6/5/00,137.27
8800,6/5/00,116.65
9059,6/5/00,178.7
11910,6/5/00,249.22
14984,6/5/00,148.69
16650,6/5/00,405.9
17376,6/5/00,41.04
23518,6/5/00,77.88
2386,6/6/00,210.49
2474,6/6/00,47.4
2837,6/6/00,276.55
5139,6/6/00,87.99
6844,6/6/00,149.75
10043,6/6/00,21.03
10610,6/6/00,213.55
20678,6/6/00,297.06
20708,6/6/00,124.89
21219,6/6/00,315.79
22953,6/6/00,84.33
23509,6/6/00,8.28
23945,6/6/00,389.04
25025,6/6/00,4262.02
1316,6/7/00,102.89
1480,6/7/00,265.67
2110,6/7/00,28.13
5180,6/7/00,264.83
5456,6/7/00,76.24
9259,6/7/00,146.25
11204,6/7/00,212.79
16911,6/7/00,37.81
19013,6/7/00,117.63
20296,6/7/00,154.26
20559,6/7/00,243.57
20977,6/7/00,42.84
21619,6/7/00,51.48
23739,6/7/00,5.22
279,6/8/00,50.93
1075,6/8/00,187.66
1491,6/8/00,291.32
1871,6/8/00,426.81
2094,6/8/00,27.34
2667,6/8/00,422.86
4229,6/8/00,338.41
4410,6/8/00,224.11
5937,6/8/00,432.98
8277,6/8/00,160.97
8477,6/8/00,242.25
11598,6/8/00,333.91
16025,6/8/00,54.44
19888,6/8/00,186.82
20948,6/8/00,1.17
22301,6/8/00,166.27
23188,6/8/00,128.66
23379,6/8/00,406.42
677,6/9/00,164.73
1949,6/9/00,149.66
2604,6/9/00,274.32
3744,6/9/00,329.25
6784,6/9/00,67.52
7537,6/9/00,104.34
10858,6/9/00,86.17
14891,6/9/00,299.34
18552,6/9/00,340.86
19537,6/9/00,71.43
20260,6/9/00,29.1
20713,6/9/00,85.03
20778,6/9/00,307.56
23283,6/9/00,69.77
24114,6/9/00,15.46
1580,6/10/00,64.03
2188,6/10/00,304.71
4325,6/10/00,100.94
4902,6/10/00,213.68
5383,6/10/00,400.27
7246,6/10/00,14.32
12336,6/10/00,234.43
15726,6/10/00,266.88
16293,6/10/00,148.34
20570,6/10/00,48.28
21569,6/10/00,62.14
22912,6/10/00,121.59
22979,6/10/00,22.7
